fuel_type_cleaned,make_id,transmission_cleaned,number_of_speed,model_cleaned,model,id_model,code_model,version,engine,id_version,msrp_incl_tax,brand,country,date_extraction,trim,cluster_label,unique_engines,msrp_max,msrp_min,date_min,date_max,umap_dim1,umap_dim2,hp,kilowatts,wheel_drive,liter,seats,closest_cluster,similarity_score,llm_match,explanation,mean_price_per_cluster,price_similarity_score,is_match,closest_version,similarity_score_version,unified_id,num_versions,closest_id_version,closest_version_name,similarity_score_percent,num_versions_calculate_similarity_score_percentages,llm_match_version,explanation_version,num_versions_matching_validation_version,expert_validation,stage,msrp_incl_tax_min_match,msrp_incl_tax_max_match,msrp_incl_tax_min_match,msrp_incl_tax_max_match,num_versions_matching_df_final,num_versions_cluster_label_df,num_versions_number_of_clusters_f
ev,2dw5zgz7zhh00a,auto,0,kona electric,nuova kona electric,20b1bcc9bd8e4a7faf7725f98d338c5e5c09fac2ce89bbe4a97b4df68699241d,italy|hyundai|nuova-kona-electric,nuova kona electricxclass64kwh,64kwh,e728ae92cc6fe84328c54bf2dc5a983516ddb382be8123cc1baaebe472a426b5,49900.0,hyundai,italy,2022-06-15 00:00:00+00:00,xclass,316,['64kwh'],49900.0,49900.0,2022-06-15 00:00:00+00:00,2022-06-28 00:00:00+00:00,3.0953755,0.1355629,,64.0,,,,16,0.06377202548465326,Yes,"The fuel_type_cleaned, transmission_cleaned, model_cleaned, engine, and trim are identical. The versions are also practically the same, with only minor variations in naming.  The differences in msrp, number_of_speeds, and kilowatts are likely due to data updates or variations in data sources, but the core version characteristics match strongly.",49900.0,1.0,TRUE,16,0.7132345893848862,0f9cc3391b29856f93600cef8904e6101bdc6d3a574da989af53625120f3175d_e728ae92cc6fe84328c54bf2dc5a983516ddb382be8123cc1baaebe472a426b5,2,0f9cc3391b29856f93600cef8904e6101bdc6d3a574da989af53625120f3175d,nuova kona electricxclass64kwh,71.32345893848861,2,Yes,"The fuel_type_cleaned, transmission_cleaned, model_cleaned, engine, and trim are identical. The versions are also exactly the same. Therefore, the versions are a well match.",2,reviewed, llm approval,49900.0,49900.0,49900.0,49900.0,2,2,2
mhev_gasoline,sws6k5g1u44672,auto,0,i20,i20,bb4ef382108a7251ff40e6d5976f225010162b22a161da0c34dbe67e00c56d4d,italy|hyundai|i20,i20 n line 1.0 t-gdi 100cv 48v dct hybrid (benzina) automatico 2wd 5 seats,1.0 t-gdi 100cv 48v dct hybrid 48v (benzina) automatica 2wd 5 seats,100c8076534a5f8e0b94aa8d193b184ab263912b577de14b674205c7fa67b8c8,25400.0,hyundai,italy,2024-08-02 00:00:00+00:00,n line,17,"['1.0 t-gdi 100cv 48v dct hybrid 48v (benzina) automatica', '1.0 t-gdi 100cv 48v dct hybrid 48v (benzina) automatica 2wd 5 seats']",25400.0,25400.0,2024-08-02 00:00:00+00:00,2024-11-28 00:00:00+00:00,-3.0557077,14.895056,100.0,,2,1.0,5.0,159,0.04261263201202622,No,"Although both versions are Hyundai i20 N Line with a 1.0 T-GDI engine and automatic transmission, the horsepower differs significantly (100hp vs 120hp). This difference, exceeding the threshold of 4hp, makes them distinct versions.  Additionally, the first version specifies a 48V mild-hybrid system, while the second version doesn't explicitly mention it in the 'engine' field, though '48v' is present in the shorter 'id_version' description. This ambiguity further contributes to the decision of 'No'.",25400.0,-1.0,NOT SURE,NO VALID CLUSTER,-1.0,100c8076534a5f8e0b94aa8d193b184ab263912b577de14b674205c7fa67b8c8,1,,,-100.0,1,,,1,reviewed, llm disapproval,25400.0,25400.0,25400.0,25400.0,1,1,1
mhev_gasoline,j9w5k5g17gg2md,manual,0,kona,nuova kona,c976e46c402d6708f2aff4c95afcfa1a09e43fac3f4fe811757682bd49f945e4,italy|hyundai|nuova-kona,kona xline+ 1.0 t-gdi 120cv 48v imt hybrid (benzina) manuale,1.0 t-gdi 120cv 48v imt,106bb3b8ff200896436d11651d92b4b8dc1e13a10bf279e0930adb0c4ad9d136,26150.0,hyundai,italy,2022-06-09 00:00:00+00:00,xline+,18,['1.0 t-gdi 120cv 48v imt'],26650.0,26150.0,2022-06-09 00:00:00+00:00,2023-06-29 00:00:00+00:00,7.840899,-3.3352258,120.0,,,1.0,,303,0.05849319476290901,Yes,"Both versions share the same key features: fuel_type_cleaned (mhev_gasoline), transmission_cleaned (manual), model_cleaned (kona), engine (1.0 t-gdi 120cv 48v imt), and trim (xline+).  Minor discrepancies like msrp and number_of_speeds are present, but these are less critical for version comparison and likely reflect updates in data over time.  The core attributes defining the car version are identical.",26346.969696969696,0.9695209615274023,TRUE,303,0.6946520790275172,106bb3b8ff200896436d11651d92b4b8dc1e13a10bf279e0930adb0c4ad9d136_de6ec25c48e83cfe08ce789da50b2f35211adb6fc2b9d44844e8878d27222fed,2,de6ec25c48e83cfe08ce789da50b2f35211adb6fc2b9d44844e8878d27222fed,kona xline+ 1.0 t-gdi 120cv 48v imt hybrid (benzina) manuale,69.46520790275173,2,Yes,"Both versions share the same key features: fuel_type_cleaned (mhev_gasoline), transmission_cleaned (manual), model_cleaned (kona), engine (1.0 t-gdi 120cv 48v imt), and trim (xline+).  Minor discrepancies like msrp and number_of_speeds are present, but these are less critical for version comparison and likely reflect updates in data over time.  The core attributes defining the car version are identical.",2,reviewed, llm approval,26150.0,27150.0,26150.0,27150.0,2,2,2
mhev_gasoline,j9w5k5g17gg2me,manual,0,kona,kona,aa7b398ea8219fd0b5aa9d1ef60f0ae0d8411c931f1d98a6512daa12a796490e,italy|hyundai|kona,kona xline+ 1.0 t-gdi 120cv 48v imt hybrid (benzina) manuale,1.0 t-gdi 120cv 48v imt,de6ec25c48e83cfe08ce789da50b2f35211adb6fc2b9d44844e8878d27222fed,27150.0,hyundai,italy,2023-05-02 00:00:00+00:00,xline+,303,['1.0 t-gdi 120cv 48v imt'],27150.0,27150.0,2023-05-02 00:00:00+00:00,2023-09-21 00:00:00+00:00,22.646225,2.985597,120.0,48.0,,1.0,,18,0.06014510996396417,Yes,"Key features like fuel_type_cleaned (mhev_gasoline), transmission_cleaned (manual), model_cleaned (kona), engine (1.0 t-gdi 120cv 48v imt), and trim (xline+) are identical.  The model names ('kona' vs 'nuova kona') are very similar, suggesting a model refresh rather than a distinct version.  Differences in msrp, number_of_speeds, and horsepower/kilowatts are likely due to data updates or missing information in one record and don't signify a different version. The core attributes defining the car version are the same.",27150.0,0.9704224566103019,TRUE,18,0.6912638986028283,106bb3b8ff200896436d11651d92b4b8dc1e13a10bf279e0930adb0c4ad9d136_de6ec25c48e83cfe08ce789da50b2f35211adb6fc2b9d44844e8878d27222fed,2,106bb3b8ff200896436d11651d92b4b8dc1e13a10bf279e0930adb0c4ad9d136,kona xline+ 1.0 t-gdi 120cv 48v imt hybrid (benzina) manuale,69.12638986028283,2,Yes,"Both versions share the same key features: fuel_type_cleaned (mhev_gasoline), transmission_cleaned (manual), model_cleaned (kona), engine (1.0 t-gdi 120cv 48v imt), and trim (xline+).  Minor discrepancies like msrp and number_of_speeds are present, but these are less critical for version comparison and likely reflect updates in data over time.  The core attributes defining the car version are identical.",2,reviewed, llm approval,26150.0,27150.0,26150.0,27150.0,2,2,2
ice_lpg,gqs6k2615gg0cl,manual,0,i10,nuova i10,e93bbdd96322eff74f992d45ca74c5654f7581ef6e4d9280683800dd771d6431,italy|hyundai|nuova-i10,nuova i10tech1.0 gpl 5 mt 2wd,1.0 gpl 5 mt 2wd,10d5fd2e4853ef650c6ccc01a23527a801c6119ac04076543bf9113d1b238d44,17150.0,hyundai,italy,2022-06-09 00:00:00+00:00,tech,19,['1.0 gpl 5 mt 2wd'],17450.0,17150.0,2022-06-09 00:00:00+00:00,2022-11-23 00:00:00+00:00,14.302887,17.180315,,,2,1.0,,66,0.08192475188952933,Yes,"The fuel_type_cleaned, transmission_cleaned, model_cleaned, and engine are identical. The trim is also the same ('tech').  The versions are very similar, with the second set having a slightly more descriptive version name.  Given the strong agreement on key features and the minor version name difference, these are considered a good match.",17385.714285714286,0.9898315529991784,TRUE,66,0.6465817836801,10d5fd2e4853ef650c6ccc01a23527a801c6119ac04076543bf9113d1b238d44_362ba6619f9ee2d68e50596e79c4a11a038b767b9bef52a25f4899a876294b77,3,362ba6619f9ee2d68e50596e79c4a11a038b767b9bef52a25f4899a876294b77,i10 tech 1.0 gpl 5 mt 2wd manuale,64.65817836801,3,Yes,"The fuel_type_cleaned, transmission_cleaned, model_cleaned, and engine are identical. The trim is also the same ('tech'). The versions are very similar, with the second set having a slightly more descriptive version name.  Given the strong agreement on key features and the minor version name difference, these are considered a good match.",3,reviewed, llm approval,17150.0,19450.0,17150.0,19450.0,3,3,3
ice_lpg,gqs6k2615gg0pl,manual,0,i10,nuova i10,e93bbdd96322eff74f992d45ca74c5654f7581ef6e4d9280683800dd771d6431,italy|hyundai|nuova-i10,i10 tech 1.0 gpl 5 mt 2wd manuale,1.0 gpl 5 mt 2wd,362ba6619f9ee2d68e50596e79c4a11a038b767b9bef52a25f4899a876294b77,17150.0,hyundai,italy,2022-06-28 00:00:00+00:00,tech,66,['1.0 gpl 5 mt 2wd'],17750.0,17150.0,2022-06-28 00:00:00+00:00,2023-02-16 00:00:00+00:00,6.082158,9.586085,,,2,1.0,,19,0.08751191784635301,Yes,"The fuel_type_cleaned, transmission_cleaned, model_cleaned, and engine are identical. The trim is also the same ('tech'). The versions are very similar, differing only slightly in formatting.  The first set of versions provides more pricing information, but the core characteristics of the vehicles match.",17562.5,0.9899339095068632,TRUE,19,0.7077287195689008,10d5fd2e4853ef650c6ccc01a23527a801c6119ac04076543bf9113d1b238d44_362ba6619f9ee2d68e50596e79c4a11a038b767b9bef52a25f4899a876294b77,3,10d5fd2e4853ef650c6ccc01a23527a801c6119ac04076543bf9113d1b238d44,nuova i10tech1.0 gpl 5 mt 2wd,70.77287195689009,3,Yes,"The fuel_type_cleaned, transmission_cleaned, model_cleaned, and engine are identical. The trim is also the same ('tech'). The versions are identical.",3,reviewed, llm approval,17150.0,19450.0,17150.0,19450.0,3,3,3
ice_lpg,gqs6k2615gg0q0,manual,0,i10,i10,682b158d317e1df582bd311abc19a2b66eadd6a8bfba5eae86253f3803e5f6f6,italy|hyundai|i10,i10 tech 1.0 gpl 5 mt 2wd manuale,1.0 gpl 5 mt 2wd,e2190e9a2387cffae97a285202816f617790ec1c3f9d558740e81ecdb71c699e,19450.0,hyundai,italy,2023-04-27 00:00:00+00:00,tech,311,['1.0 gpl 5 mt 2wd'],19450.0,19450.0,2023-04-27 00:00:00+00:00,2023-04-27 00:00:00+00:00,1.5009058,-16.002213,,,2,1.0,,66,0.037094901502384994,Yes,"The fuel_type_cleaned, transmission_cleaned, model_cleaned, engine, and trim are identical. The versions are nearly identical, with the only difference being 'i10' vs 'nuova i10' in the model name, which likely indicates a model year refresh.  The core characteristics of the vehicles match.",19450.0,0.9029562982005142,TRUE,66,0.6530797034724625,10d5fd2e4853ef650c6ccc01a23527a801c6119ac04076543bf9113d1b238d44_362ba6619f9ee2d68e50596e79c4a11a038b767b9bef52a25f4899a876294b77,3,362ba6619f9ee2d68e50596e79c4a11a038b767b9bef52a25f4899a876294b77,i10 tech 1.0 gpl 5 mt 2wd manuale,65.30797034724625,3,Yes,"The fuel_type_cleaned, transmission_cleaned, model_cleaned, engine, and trim are identical. The versions are identical.",3,reviewed, llm approval,17150.0,19450.0,17150.0,19450.0,3,3,3
ev,als4zhz7zhh275,auto,0,Ioniq 6,ioniq 6,2d3415a6e9905e7358bb0ec2d0768a20471f1b7970350db1e1ef10a9ab7b4da9,italy|hyundai|ioniq-6,"ioniq 6 evolution 77,4 kwh 2wd electric automatico 5 seats","77,4 kwh 2wd electric automatica 5 seats",11c8f0e6457a0572c7dfeabf7cf4b989441431cb4fcdcbb39fec091b25b319e5,59250.0,hyundai,italy,2023-12-21 00:00:00+00:00,evolution,20,"['77,4 kwh 2wd electric automatica', '77,4 kwh 2wd electric automatica 5 seats', '77,4 kwh electric automatica 2wd', '77,4 kwh electric automatica 2wd 5 seats']",59250.0,59250.0,2023-12-21 00:00:00+00:00,2024-11-28 00:00:00+00:00,5.9860535,1.8331845,,77.4,2,,5.0,64,0.25181886762391686,Yes,"The two versions are nearly identical. Key features like fuel_type_cleaned, transmission_cleaned, model_cleaned, trim (evolution), and wheel_drive (2) are the same.  The engine descriptions are very similar, both referencing a 77.4 kWh electric motor and automatic transmission.  The minor variations in the engine description (e.g., inclusion of ""5 seats"" and slight wording differences) are not significant enough to consider these different versions. The first version provides additional details like seats (5) and kilowatt (77.4), which are missing in the second version.  Given the strong similarities in the core attributes, these minor differences and missing data in the second version do not preclude a match.",59250.0,0.9949367088607595,TRUE,64,0.7249872125199934,11c8f0e6457a0572c7dfeabf7cf4b989441431cb4fcdcbb39fec091b25b319e5_3595dbc8b0e4fe5c4af56c1aac541ca16c334305c24a429d326ac6c57e1e9e36,2,3595dbc8b0e4fe5c4af56c1aac541ca16c334305c24a429d326ac6c57e1e9e36,"ioniq 6 evolution 77,4 kwh 2wd electric automatico",72.49872125199934,2,Yes,"The two versions are essentially the same.  Key features like fuel_type_cleaned, transmission_cleaned, model_cleaned, and trim (evolution) are identical. The engine descriptions and wheel_drive (2) are also practically the same, with the second version simply adding ""5 seats"" to the engine description, which is a redundant detail already implied by the model. The kilowatt information (77.4) is present in the first version and missing in the second, but this doesn't negate the match given the other strong similarities.  The missing MSRP in the second version is also not a factor in determining the version match.",2,reviewed, llm approval,58950.0,59250.0,58950.0,59250.0,2,2,2
ev,als4zhz7zhh00d,auto,0,Ioniq 6,ioniq 6,2d3415a6e9905e7358bb0ec2d0768a20471f1b7970350db1e1ef10a9ab7b4da9,italy|hyundai|ioniq-6,"ioniq 6 evolution 77,4 kwh 2wd electric automatico","77,4 kwh electric automatica",3595dbc8b0e4fe5c4af56c1aac541ca16c334305c24a429d326ac6c57e1e9e36,58950.0,hyundai,italy,2022-12-02 00:00:00+00:00,evolution,64,"['77,4 kwh', '77,4 kwh 2wd', '77,4 kwh electric automatica']",58950.0,58950.0,2022-12-02 00:00:00+00:00,2023-11-23 00:00:00+00:00,5.7237487,-1.1681988,,77.4,2,,,20,0.2498438180479305,Yes,"The two versions are essentially the same.  Key features like fuel_type_cleaned, transmission_cleaned, model_cleaned, and trim (evolution) are identical. The engine descriptions and wheel_drive (2) are also practically the same, with the second version simply adding ""5 seats"" to the engine description, which is a redundant detail already implied by the model. The kilowatt information (77.4) is present in the first version and missing in the second, but this doesn't negate the match given the other strong similarities.  The missing MSRP in the second version is also not a factor in determining the version match.",58950.0,0.9949109414758269,TRUE,20,0.6694226383797115,11c8f0e6457a0572c7dfeabf7cf4b989441431cb4fcdcbb39fec091b25b319e5_3595dbc8b0e4fe5c4af56c1aac541ca16c334305c24a429d326ac6c57e1e9e36,2,11c8f0e6457a0572c7dfeabf7cf4b989441431cb4fcdcbb39fec091b25b319e5,"ioniq 6 evolution 77,4 kwh 2wd electric automatico 5 seats",66.94226383797115,2,Yes,"The two versions are essentially the same.  Key features like fuel_type_cleaned, transmission_cleaned, model_cleaned, and trim (evolution) are identical. The engine descriptions and wheel_drive (2) are also practically the same, with the second version simply adding ""5 seats"" to the engine description, which is a redundant detail already implied by the model. The kilowatt information (77.4) is present in the first version and missing in the second, but this doesn't negate the match given the other strong similarities.  The missing MSRP in the second version is also not a factor in determining the version match.",2,reviewed, llm approval,58950.0,59250.0,58950.0,59250.0,2,2,2
hev_gasoline,czw5k6a1tev1gg,auto,0,kona,nuova kona hybrid,5dbe0e03111520839761261fed409977dc1f60ffe80f5c5d5a984c24025f5fbb,italy|hyundai|nuova-kona-hybrid,kona hybrid xline 1.6 hybrid 6dct 2wd automatico,1.6 hybrid 6dct 2wd,12bddc55b855cc738c8e214e4365bac49f721754f8a90a1ef4d8638219938c5d,29350.0,hyundai,italy,2022-06-09 00:00:00+00:00,xline,21,['1.6 hybrid 6dct 2wd'],30400.0,29350.0,2022-06-09 00:00:00+00:00,2022-12-02 00:00:00+00:00,1.5062968,-16.008272,,,2,1.6,,146,0.06600529908907371,Yes,"Both versions are Hyundai Kona Hybrid Xline with a 1.6 hybrid engine, 2WD, and automatic transmission.  Minor naming discrepancies in the 'model' and 'engine' fields (e.g., 'nuova kona hybrid' vs 'nuova kona hev', '1.6 hybrid 6dct 2wd' vs '1.6 hybrid dct 2wd automatica') are likely due to variations in data entry or regional naming conventions. The core characteristics defining the version are identical.",30100.0,0.8538205980066444,TRUE,146,0.6490439580097563,12bddc55b855cc738c8e214e4365bac49f721754f8a90a1ef4d8638219938c5d_74c240498a13fee8501e89973673e9059cedd3d05e9c63ba1bf55935125bd942,2,74c240498a13fee8501e89973673e9059cedd3d05e9c63ba1bf55935125bd942,nuova kona hev xline 1.6 hybrid dct 2wd automatico,64.90439580097564,2,Yes,"Both versions are Hyundai Kona Hybrid Xline models with 1.6L hybrid engines, automatic transmissions, and 2WD.  The slight variations in model name ('nuova kona hev' vs 'nuova kona hybrid') and engine description ('1.6 hybrid dct 2wd automatica' vs '1.6 hybrid 6dct 2wd') are insignificant and likely reflect regional naming conventions or data entry variations.  The core defining features are identical.",2,reviewed, llm approval,29350.0,34500.0,29350.0,34500.0,2,2,2
hev_gasoline,1yw5k9a1tev1gg,auto,0,kona,nuova kona hev,070aff4183f4399f8cca2a7aab8735b974d21295ba8c15c7240985bf954f7a6c,italy|hyundai|nuova-kona-hev,nuova kona hev xline 1.6 hybrid dct 2wd automatico,1.6 hybrid dct 2wd automatica,74c240498a13fee8501e89973673e9059cedd3d05e9c63ba1bf55935125bd942,34500.0,hyundai,italy,2023-07-13 00:00:00+00:00,xline,146,"['1.6 hybrid dct 2wd', '1.6 hybrid dct 2wd automatica']",34500.0,34500.0,2023-07-13 00:00:00+00:00,2023-11-23 00:00:00+00:00,-2.4530852,-2.4188998,,,2,1.6,,21,0.07544018121195147,Yes,"Both versions are Hyundai Kona Hybrid Xline models with 1.6L hybrid engines, automatic transmissions, and 2WD.  The slight variations in model name ('nuova kona hev' vs 'nuova kona hybrid') and engine description ('1.6 hybrid dct 2wd automatica' vs '1.6 hybrid 6dct 2wd') are insignificant and likely reflect regional naming conventions or data entry variations.  The core defining features are identical.",34500.0,0.8724637681159421,TRUE,21,0.5944579564368994,12bddc55b855cc738c8e214e4365bac49f721754f8a90a1ef4d8638219938c5d_74c240498a13fee8501e89973673e9059cedd3d05e9c63ba1bf55935125bd942,2,12bddc55b855cc738c8e214e4365bac49f721754f8a90a1ef4d8638219938c5d,kona hybrid xline 1.6 hybrid 6dct 2wd automatico,59.445795643689934,2,Yes,"Both versions are Hyundai Kona Hybrid Xline models with 1.6L hybrid engines, automatic transmissions, and 2WD.  The slight variations in model name ('nuova kona hev' vs 'nuova kona hybrid') and engine description ('1.6 hybrid dct 2wd automatica' vs '1.6 hybrid 6dct 2wd') are insignificant and likely reflect regional naming conventions or data entry variations.  The core defining features are identical.",2,reviewed, llm approval,29350.0,34500.0,29350.0,34500.0,2,2,2
ice_gasoline,sws6k5g17hh0tz,manual,0,i20,i20,bb4ef382108a7251ff40e6d5976f225010162b22a161da0c34dbe67e00c56d4d,italy|hyundai|i20,i20 prime my25 1.0 t-gdi 100cv benzina manuale 2wd 5 seats,1.0 t-gdi 100cv benzina manuale 2wd 5 seats,13f0d5860af6f39f7edafde1cbedc3019337328a579065e70e753f6d3603b9d2,23500.0,hyundai,italy,2024-05-24 00:00:00+00:00,prime my25,22,"['1.0 t-gdi 100cv benzina manuale 2wd', '1.0 t-gdi 100cv benzina manuale 2wd 5 seats']",23500.0,23500.0,2024-05-24 00:00:00+00:00,2024-07-25 00:00:00+00:00,0.08248635,11.108861,100.0,,2,1.0,5.0,NO,No valid cluster found (trim mismatch; model mismatch; transmission mismatch; fuel mismatch),,,23500.0,-1.0,NEW VERSION,NO VALID CLUSTER,-1.0,13f0d5860af6f39f7edafde1cbedc3019337328a579065e70e753f6d3603b9d2,1,,,-100.0,1,,,1,reviewed,,23500.0,23500.0,23500.0,23500.0,1,1,1
mhev_gasoline,sww5k5g1umm804,auto,0,bayon,nuova bayon,4f75aada913371f499c2d355fdaf64e1f9c478c4d41a13fa27e9a1f302321331,italy|hyundai|nuova-bayon,nuova bayon nuova xclass 1.0 t-gdi 100 cv 48v dct hybrid (benzina) automatico 2wd 5 seats,1.0 t-gdi 100 cv 48v dct hybrid 48v (benzina) automatica 2wd 5 seats,141a15d01d0697d9e4bb3d4665de7158c2d1ece09c2c9c648bfe40e91fca660d,28250.0,hyundai,italy,2024-07-25 00:00:00+00:00,nuova xclass,23,['1.0 t-gdi 100 cv 48v dct hybrid 48v (benzina) automatica 2wd 5 seats'],28250.0,28250.0,2024-07-25 00:00:00+00:00,2024-07-25 00:00:00+00:00,10.759958,-12.614128,100.0,,2,1.0,5.0,NO,No valid cluster found (date_extraction match; trim mismatch; model mismatch; transmission mismatch),,,28250.0,-1.0,NEW VERSION,NO VALID CLUSTER,-1.0,141a15d01d0697d9e4bb3d4665de7158c2d1ece09c2c9c648bfe40e91fca660d,1,,,-100.0,1,,,1,reviewed,,28250.0,28250.0,28250.0,28250.0,1,1,1
ev,9iw5ydz7zhh060,auto,0,ioniq 5 n,nuova ioniq 5 n,e2329ac03c8c32d8a6f94d3e32bb15c3888ab6ceccdca7ac84b3cbcd1aefb605,italy|hyundai|nuova-ioniq-5-n,nuova ioniq 5 n n performance 84 kwh electric automatico awd 5 seats,84 kwh electric automatica awd 5 seats,142209d8192708667af61a18aa80e7e3cf1b2c64dfad530bdbdbdf54a3c5e926,76900.0,hyundai,italy,2024-09-14 00:00:00+00:00,n performance,24,"['84 kwh electric automatica', '84 kwh electric automatica awd 5 seats']",76900.0,76900.0,2024-09-14 00:00:00+00:00,2024-11-28 00:00:00+00:00,-15.973334,12.433209,,84.0,4,,5.0,241,0.0371103610603672,Yes,"Despite some minor discrepancies in model names ('nuova ioniq 5 n' vs 'ioniq 5 n') and missing data in the third set, the core features for comparison (fuel_type_cleaned, transmission_cleaned, model_cleaned, version, engine, trim, wheel_drive) are identical or effectively so.  The kilowatt difference is within the acceptable range (both effectively 84kW, allowing for potential rounding or data entry variations). The missing MSRP in the third set doesn't impact the comparison of the versions themselves.",76900.0,1.0,TRUE,241,0.7407503879057251,142209d8192708667af61a18aa80e7e3cf1b2c64dfad530bdbdbdf54a3c5e926_afe839acccd17a9eab152de25e852f8f2691dc3d15e6d0d289e565165b0d9680,2,afe839acccd17a9eab152de25e852f8f2691dc3d15e6d0d289e565165b0d9680,nuova ioniq 5 n n performance 84 kwh electric automatico awd 5 seats,74.0750387905725,2,Yes,"The versions are well-matched. The fuel_type_cleaned, transmission_cleaned, model_cleaned, version, engine, and trim are identical. The minor discrepancy in the model name ('nuova ioniq 5 n' vs 'ioniq 5 n') and missing data (like MSRP, kilowatts, and seats in some instances) do not affect the core comparison of the versions themselves.",2,reviewed, llm approval,76900.0,76900.0,76900.0,76900.0,2,2,2
ev,9iw5ydz7zhh020,auto,0,ioniq 5 n,ioniq 5 n,098e11138af3d013951eb20ebdbb8e7a16b697fadfc999a1aa89d6e5f6b0bff7,italy|hyundai|ioniq-5-n,nuova ioniq 5 n n performance 84 kwh electric automatico awd 5 seats,84 kwh electric automatica awd 5 seats,afe839acccd17a9eab152de25e852f8f2691dc3d15e6d0d289e565165b0d9680,76900.0,hyundai,italy,2024-02-08 00:00:00+00:00,n performance,241,"['84 kwh electric automatica awd', '84 kwh electric automatica awd 5 seats']",76900.0,76900.0,2024-02-08 00:00:00+00:00,2024-09-12 00:00:00+00:00,6.9490757,0.27139086,,84.0,4,,5.0,24,0.037098223560355394,Yes,"The key features for comparison (fuel_type_cleaned, transmission_cleaned, model_cleaned, version, engine, and trim) are identical across all versions.  Minor discrepancies in the model name ('nuova ioniq 5 n' vs 'ioniq 5 n') and missing data (like MSRP, kilowatts, and seats in some instances) do not affect the core comparison of the versions themselves. The kilowatt difference is within the acceptable range (both effectively 84kW, allowing for potential rounding or data entry variations).",76900.0,1.0,TRUE,24,0.779639276794614,142209d8192708667af61a18aa80e7e3cf1b2c64dfad530bdbdbdf54a3c5e926_afe839acccd17a9eab152de25e852f8f2691dc3d15e6d0d289e565165b0d9680,2,142209d8192708667af61a18aa80e7e3cf1b2c64dfad530bdbdbdf54a3c5e926,nuova ioniq 5 n n performance 84 kwh electric automatico awd 5 seats,77.96392767946139,2,Yes,"The versions are well-matched. The fuel_type_cleaned, transmission_cleaned, model_cleaned, version, engine, and trim are identical. The minor discrepancy in the model name ('nuova ioniq 5 n' vs 'ioniq 5 n') and missing data (like MSRP, kilowatts, and seats in some instances) do not affect the core comparison of the versions themselves.",2,reviewed, llm approval,76900.0,76900.0,76900.0,76900.0,2,2,2
phev_gasoline,jfw5d5g1gev2yy,auto,0,tucson,nuova tucson plug-in,2c471ced8e735323b6258cd7be98d331918245ffdca13d9b70eb62d646112263,italy|hyundai|nuova-tucson-plug-in,tucson plug-in exellence 1.6 phev 253cv at 4wd plug-in hybrid automatico 5 seats,1.6 phev 253cv at 4wd plug-in hybrid automatica 5 seats,14d725f24641f47cf32bbf98b0688747f247f862485d5d78dc1e75bb72f33dcf,47300.0,hyundai,italy,2022-06-09 00:00:00+00:00,exellence,25,"['1.6 phev 253cv at 4wd plug-in hybrid automatica 5 seats', '1.6 phev 265cv at 4wd', '1.6 phev 265cv at 4wd plug-in hybrid automatica']",50700.0,47300.0,2022-06-09 00:00:00+00:00,2024-11-28 00:00:00+00:00,9.849642,4.3492885,253.0,,4,1.6,5.0,299,0.03911815168768615,No,"The versions are not the same. Although many features like fuel_type, transmission, model, and trim match, a key difference lies in the engine and drivetrain. The first set of versions are 4-wheel drive (4WD) with a ""1.6 phev 253cv at 4wd plug-in hybrid automatica 5 seats"" engine, while the second version is 2-wheel drive (2WD) with a ""1.6 phev 253cv at 2wd plug-in hybrid automatica 5 seats"" engine. This difference in drivetrain is significant enough to consider them different versions.",48961.11111111111,-1.0,NOT SURE,NO VALID CLUSTER,-1.0,14d725f24641f47cf32bbf98b0688747f247f862485d5d78dc1e75bb72f33dcf,1,,,-100.0,1,,,1,reviewed, llm disapproval,47300.0,50700.0,47300.0,50700.0,1,1,1
ice_gasoline,s0s6l5g17gg0xx,manual,0,i30 n,i30 n,bd553772b76b563eb78816a8cd46287e2ea9267d76bba30f665a10d2104972d8,italy|hyundai|i30-n,i30 n n performance 2.0 t-gdi 280cv 6mt 2wd benzina manuale,2.0 t-gdi 280cv 6mt 2wd benzina manuale,151eee2292eabe3e65f8c98f56c37cf749a6530d6790f9766acd623c3e1f064b,41600.0,hyundai,italy,2022-06-09 00:00:00+00:00,n performance,26,"['2.0 t-gdi 280cv 6mt 2wd', '2.0 t-gdi 280cv 6mt 2wd benzina manuale']",42150.0,41600.0,2022-06-09 00:00:00+00:00,2024-04-02 00:00:00+00:00,6.349018,18.955269,280.0,,2,2.0,,NO,No valid cluster found (trim mismatch; model mismatch; transmission mismatch; fuel mismatch),,,41868.604651162794,-1.0,NEW VERSION,NO VALID CLUSTER,-1.0,151eee2292eabe3e65f8c98f56c37cf749a6530d6790f9766acd623c3e1f064b,1,,,-100.0,1,,,1,reviewed,,41600.0,42150.0,41600.0,42150.0,1,1,1
